,Region,Product,Year,Month,Price
0,PHILIPPINES,"FRESH FRUIT, AVOCADO, 1 KG",2018,January,63.9
1,PHILIPPINES,"FRESH FRUIT, BANANA, CARDAVA, MEDIUM, 1 KG",2018,January,26.68
2,PHILIPPINES,"FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",2018,January,52.06
3,PHILIPPINES,"FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",2018,January,36.55
4,PHILIPPINES,"FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",2018,January,32.33
5,PHILIPPINES,"FRESH FRUIT, GUAVA, BAYABAS, 1 KG",2018,January,58.24
6,PHILIPPINES,"FRESH FRUIT, MANGO, CEBU, RIPE, MEDIUM, 1 KG",2018,January,111.76
7,PHILIPPINES,"FRESH FRUIT, MANGO, INDIAN, MEDIUM, 1 KG",2018,January,67.71
8,PHILIPPINES,"FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",2018,January,140.22
9,PHILIPPINES,"FRESH FRUIT, MANGO, NATIVE, MEDIUM, 1 KG",2018,January,75.91
10,PHILIPPINES,"FRESH FRUIT, MANGO, NATIVE, RIPE, MEDIUM, 1 KG",2018,January,79.79
11,PHILIPPINES,"FRESH FRUIT, MANGO, PIKO, RIPE, MEDIUM, 1 KG",2018,January,116.98
12,PHILIPPINES,"FRESH FRUIT, MANGO, RIPE, MEDIUM, 1 KG",2018,January,111.18
13,PHILIPPINES,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",2018,January,37.37
14,PHILIPPINES,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",2018,January,34.75
15,PHILIPPINES,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",2018,January,43.08
16,PHILIPPINES,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",2018,January,20.24
17,PHILIPPINES,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",2018,January,37.22
18,PHILIPPINES,"FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",2018,January,30.05
19,PHILIPPINES,"FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",2018,January,47.88
20,PHILIPPINES,"FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",2018,January,50.22
21,PHILIPPINES,"FRESH FRUIT, GRAPES, 1 KG",2018,January,262.97
22,PHILIPPINES,"FRESH FRUIT, GRAPES, SEEDLESS, 1 KG",2018,January,259.99
23,PHILIPPINES,"FRESH FRUIT, GRAPES, WITH SEEDS, 1 KG",2018,January,257.14
24,PHILIPPINES,"FRESH FRUIT, GUYABANO, 1 KG",2018,January,67.87
25,PHILIPPINES,"FRESH FRUIT, JACKFRUIT, LANGKA, 1 KG",2018,January,81.91
26,PHILIPPINES,"FRESH FRUIT, LANZONES, 1 KG",2018,January,118.28
27,PHILIPPINES,"FRESH FRUIT, RAMBUTAN, 1 KG",2018,January,64.27
28,PHILIPPINES,"FRESH FRUIT, POMELO, MEDIUM, 1 KG",2018,January,73.13
29,PHILIPPINES,"FRESH FRUIT, ORANGE, DALANDAN, MEDIUM, 1 KG",2018,January,59.67
30,PHILIPPINES,"FRESH FRUIT, ORANGE, SINTONES, MEDIUM, 1 KG",2018,January,70.37
31,PHILIPPINES,"FRESH FRUIT, MANDARIN, DALANGHITA, MEDIUM, 1 KG",2018,January,43.09
32,PHILIPPINES,"CALAMANSI, LOOSE, 1 KG",2018,January,51.69
33,PHILIPPINES,"FRESH FRUIT, APPLE, RED DELICIOUS, MEDIUM, 1 KG",2018,January,68.84
34,PHILIPPINES,"FRESH FRUIT, CANTALOUPE, MELON, MEDIUM, 1 KG",2018,January,52.17
35,PHILIPPINES,"FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",2018,January,40.65
36,..National Capital Region (NCR),"FRESH FRUIT, AVOCADO, 1 KG",2018,January,157.4
38,..National Capital Region (NCR),"FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",2018,January,66.96
44,..National Capital Region (NCR),"FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",2018,January,168.49
56,..National Capital Region (NCR),"FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",2018,January,58.23
57,..National Capital Region (NCR),"FRESH FRUIT, GRAPES, 1 KG",2018,January,251.95
68,..National Capital Region (NCR),"CALAMANSI, LOOSE, 1 KG",2018,January,58.59
74,..Cordillera Administrative Region (CAR),"FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",2018,January,63.95
75,..Cordillera Administrative Region (CAR),"FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",2018,January,38.65
76,..Cordillera Administrative Region (CAR),"FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",2018,January,34.59
80,..Cordillera Administrative Region (CAR),"FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",2018,January,82.38
82,..Cordillera Administrative Region (CAR),"FRESH FRUIT, MANGO, NATIVE, RIPE, MEDIUM, 1 KG",2018,January,86.61
84,..Cordillera Administrative Region (CAR),"FRESH FRUIT, MANGO, RIPE, MEDIUM, 1 KG",2018,January,128.4
85,..Cordillera Administrative Region (CAR),"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",2018,January,44.38
86,..Cordillera Administrative Region (CAR),"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",2018,January,40.23
91,..Cordillera Administrative Region (CAR),"FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",2018,January,48.18
92,..Cordillera Administrative Region (CAR),"FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",2018,January,70.0
101,..Cordillera Administrative Region (CAR),"FRESH FRUIT, ORANGE, DALANDAN, MEDIUM, 1 KG",2018,January,64.29
102,..Cordillera Administrative Region (CAR),"FRESH FRUIT, ORANGE, SINTONES, MEDIUM, 1 KG",2018,January,87.43
104,..Cordillera Administrative Region (CAR),"CALAMANSI, LOOSE, 1 KG",2018,January,54.89
107,..Cordillera Administrative Region (CAR),"FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",2018,January,37.49
108,..REGION I (ILOCOS REGION),"FRESH FRUIT, AVOCADO, 1 KG",2018,January,62.97
110,..REGION I (ILOCOS REGION),"FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",2018,January,59.78
111,..REGION I (ILOCOS REGION),"FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",2018,January,49.57
112,..REGION I (ILOCOS REGION),"FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",2018,January,31.2
116,..REGION I (ILOCOS REGION),"FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",2018,January,122.5
117,..REGION I (ILOCOS REGION),"FRESH FRUIT, MANGO, NATIVE, MEDIUM, 1 KG",2018,January,100.0
120,..REGION I (ILOCOS REGION),"FRESH FRUIT, MANGO, RIPE, MEDIUM, 1 KG",2018,January,55.0
122,..REGION I (ILOCOS REGION),"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",2018,January,37.49
123,..REGION I (ILOCOS REGION),"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",2018,January,49.38
126,..REGION I (ILOCOS REGION),"FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",2018,January,44.44
128,..REGION I (ILOCOS REGION),"FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",2018,January,48.44
129,..REGION I (ILOCOS REGION),"FRESH FRUIT, GRAPES, 1 KG",2018,January,258.87
130,..REGION I (ILOCOS REGION),"FRESH FRUIT, GRAPES, SEEDLESS, 1 KG",2018,January,247.14
135,..REGION I (ILOCOS REGION),"FRESH FRUIT, RAMBUTAN, 1 KG",2018,January,76.38
140,..REGION I (ILOCOS REGION),"CALAMANSI, LOOSE, 1 KG",2018,January,38.45
144,..REGION II (CAGAYAN VALLEY),"FRESH FRUIT, AVOCADO, 1 KG",2018,January,38.75
146,..REGION II (CAGAYAN VALLEY),"FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",2018,January,55.01
147,..REGION II (CAGAYAN VALLEY),"FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",2018,January,64.12
149,..REGION II (CAGAYAN VALLEY),"FRESH FRUIT, GUAVA, BAYABAS, 1 KG",2018,January,33.57
152,..REGION II (CAGAYAN VALLEY),"FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",2018,January,134.66
153,..REGION II (CAGAYAN VALLEY),"FRESH FRUIT, MANGO, NATIVE, MEDIUM, 1 KG",2018,January,100.42
154,..REGION II (CAGAYAN VALLEY),"FRESH FRUIT, MANGO, NATIVE, RIPE, MEDIUM, 1 KG",2018,January,54.75
158,..REGION II (CAGAYAN VALLEY),"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",2018,January,31.9
159,..REGION II (CAGAYAN VALLEY),"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",2018,January,30.43
162,..REGION II (CAGAYAN VALLEY),"FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",2018,January,20.72
163,..REGION II (CAGAYAN VALLEY),"FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",2018,January,33.75
164,..REGION II (CAGAYAN VALLEY),"FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",2018,January,32.67
166,..REGION II (CAGAYAN VALLEY),"FRESH FRUIT, GRAPES, SEEDLESS, 1 KG",2018,January,233.22
167,..REGION II (CAGAYAN VALLEY),"FRESH FRUIT, GRAPES, WITH SEEDS, 1 KG",2018,January,257.6
168,..REGION II (CAGAYAN VALLEY),"FRESH FRUIT, GUYABANO, 1 KG",2018,January,52.44
170,..REGION II (CAGAYAN VALLEY),"FRESH FRUIT, LANZONES, 1 KG",2018,January,177.14
173,..REGION II (CAGAYAN VALLEY),"FRESH FRUIT, ORANGE, DALANDAN, MEDIUM, 1 KG",2018,January,30.66
175,..REGION II (CAGAYAN VALLEY),"FRESH FRUIT, MANDARIN, DALANGHITA, MEDIUM, 1 KG",2018,January,32.57
176,..REGION II (CAGAYAN VALLEY),"CALAMANSI, LOOSE, 1 KG",2018,January,41.63
179,..REGION II (CAGAYAN VALLEY),"FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",2018,January,66.11
180,..REGION III (CENTRAL LUZON),"FRESH FRUIT, AVOCADO, 1 KG",2018,January,83.01
182,..REGION III (CENTRAL LUZON),"FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",2018,January,63.08
183,..REGION III (CENTRAL LUZON),"FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",2018,January,46.58
184,..REGION III (CENTRAL LUZON),"FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",2018,January,41.23
185,..REGION III (CENTRAL LUZON),"FRESH FRUIT, GUAVA, BAYABAS, 1 KG",2018,January,54.73
187,..REGION III (CENTRAL LUZON),"FRESH FRUIT, MANGO, INDIAN, MEDIUM, 1 KG",2018,January,23.75
188,..REGION III (CENTRAL LUZON),"FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",2018,January,150.43
191,..REGION III (CENTRAL LUZON),"FRESH FRUIT, MANGO, PIKO, RIPE, MEDIUM, 1 KG",2018,January,127.38
192,..REGION III (CENTRAL LUZON),"FRESH FRUIT, MANGO, RIPE, MEDIUM, 1 KG",2018,January,85.36
194,..REGION III (CENTRAL LUZON),"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",2018,January,42.37
195,..REGION III (CENTRAL LUZON),"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",2018,January,51.76
197,..REGION III (CENTRAL LUZON),"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",2018,January,45.21
199,..REGION III (CENTRAL LUZON),"FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",2018,January,57.86
200,..REGION III (CENTRAL LUZON),"FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",2018,January,65.15
201,..REGION III (CENTRAL LUZON),"FRESH FRUIT, GRAPES, 1 KG",2018,January,240.37
202,..REGION III (CENTRAL LUZON),"FRESH FRUIT, GRAPES, SEEDLESS, 1 KG",2018,January,254.52
203,..REGION III (CENTRAL LUZON),"FRESH FRUIT, GRAPES, WITH SEEDS, 1 KG",2018,January,257.04
206,..REGION III (CENTRAL LUZON),"FRESH FRUIT, LANZONES, 1 KG",2018,January,159.19
209,..REGION III (CENTRAL LUZON),"FRESH FRUIT, ORANGE, DALANDAN, MEDIUM, 1 KG",2018,January,98.37
210,..REGION III (CENTRAL LUZON),"FRESH FRUIT, ORANGE, SINTONES, MEDIUM, 1 KG",2018,January,36.25
211,..REGION III (CENTRAL LUZON),"FRESH FRUIT, MANDARIN, DALANGHITA, MEDIUM, 1 KG",2018,January,65.51
212,..REGION III (CENTRAL LUZON),"CALAMANSI, LOOSE, 1 KG",2018,January,51.21
218,..REGION IV-A (CALABARZON),"FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",2018,January,55.63
219,..REGION IV-A (CALABARZON),"FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",2018,January,44.24
220,..REGION IV-A (CALABARZON),"FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",2018,January,35.55
223,..REGION IV-A (CALABARZON),"FRESH FRUIT, MANGO, INDIAN, MEDIUM, 1 KG",2018,January,17.65
224,..REGION IV-A (CALABARZON),"FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",2018,January,170.49
227,..REGION IV-A (CALABARZON),"FRESH FRUIT, MANGO, PIKO, RIPE, MEDIUM, 1 KG",2018,January,118.39
229,..REGION IV-A (CALABARZON),"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",2018,January,70.59
230,..REGION IV-A (CALABARZON),"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",2018,January,42.05
233,..REGION IV-A (CALABARZON),"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",2018,January,34.56
235,..REGION IV-A (CALABARZON),"FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",2018,January,61.95
236,..REGION IV-A (CALABARZON),"FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",2018,January,57.27
237,..REGION IV-A (CALABARZON),"FRESH FRUIT, GRAPES, 1 KG",2018,January,269.44
238,..REGION IV-A (CALABARZON),"FRESH FRUIT, GRAPES, SEEDLESS, 1 KG",2018,January,261.25
241,..REGION IV-A (CALABARZON),"FRESH FRUIT, JACKFRUIT, LANGKA, 1 KG",2018,January,106.44
245,..REGION IV-A (CALABARZON),"FRESH FRUIT, ORANGE, DALANDAN, MEDIUM, 1 KG",2018,January,58.84
247,..REGION IV-A (CALABARZON),"FRESH FRUIT, MANDARIN, DALANGHITA, MEDIUM, 1 KG",2018,January,31.04
248,..REGION IV-A (CALABARZON),"CALAMANSI, LOOSE, 1 KG",2018,January,64.02
251,..REGION IV-A (CALABARZON),"FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",2018,January,46.13
254,..MIMAROPA REGION,"FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",2018,January,65.82
255,..MIMAROPA REGION,"FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",2018,January,52.7
256,..MIMAROPA REGION,"FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",2018,January,32.75
260,..MIMAROPA REGION,"FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",2018,January,101.04
263,..MIMAROPA REGION,"FRESH FRUIT, MANGO, PIKO, RIPE, MEDIUM, 1 KG",2018,January,116.44
264,..MIMAROPA REGION,"FRESH FRUIT, MANGO, RIPE, MEDIUM, 1 KG",2018,January,57.0
266,..MIMAROPA REGION,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",2018,January,42.54
271,..MIMAROPA REGION,"FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",2018,January,52.37
272,..MIMAROPA REGION,"FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",2018,January,65.63
274,..MIMAROPA REGION,"FRESH FRUIT, GRAPES, SEEDLESS, 1 KG",2018,January,221.59
281,..MIMAROPA REGION,"FRESH FRUIT, ORANGE, DALANDAN, MEDIUM, 1 KG",2018,January,62.25
283,..MIMAROPA REGION,"FRESH FRUIT, MANDARIN, DALANGHITA, MEDIUM, 1 KG",2018,January,33.1
284,..MIMAROPA REGION,"CALAMANSI, LOOSE, 1 KG",2018,January,58.5
286,..MIMAROPA REGION,"FRESH FRUIT, CANTALOUPE, MELON, MEDIUM, 1 KG",2018,January,70.65
287,..MIMAROPA REGION,"FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",2018,January,58.43
288,..REGION V (BICOL REGION),"FRESH FRUIT, AVOCADO, 1 KG",2018,January,56.29
290,..REGION V (BICOL REGION),"FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",2018,January,66.27
291,..REGION V (BICOL REGION),"FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",2018,January,51.17
292,..REGION V (BICOL REGION),"FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",2018,January,37.72
295,..REGION V (BICOL REGION),"FRESH FRUIT, MANGO, INDIAN, MEDIUM, 1 KG",2018,January,48.23
296,..REGION V (BICOL REGION),"FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",2018,January,153.22
300,..REGION V (BICOL REGION),"FRESH FRUIT, MANGO, RIPE, MEDIUM, 1 KG",2018,January,84.67
302,..REGION V (BICOL REGION),"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",2018,January,27.51
303,..REGION V (BICOL REGION),"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",2018,January,30.72
306,..REGION V (BICOL REGION),"FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",2018,January,28.36
308,..REGION V (BICOL REGION),"FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",2018,January,36.91
317,..REGION V (BICOL REGION),"FRESH FRUIT, ORANGE, DALANDAN, MEDIUM, 1 KG",2018,January,30.21
320,..REGION V (BICOL REGION),"CALAMANSI, LOOSE, 1 KG",2018,January,59.72
321,..REGION V (BICOL REGION),"FRESH FRUIT, APPLE, RED DELICIOUS, MEDIUM, 1 KG",2018,January,157.94
323,..REGION V (BICOL REGION),"FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",2018,January,17.61
324,..REGION VI (WESTERN VISAYAS),"FRESH FRUIT, AVOCADO, 1 KG",2018,January,101.01
326,..REGION VI (WESTERN VISAYAS),"FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",2018,January,60.75
327,..REGION VI (WESTERN VISAYAS),"FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",2018,January,43.19
328,..REGION VI (WESTERN VISAYAS),"FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",2018,January,33.59
329,..REGION VI (WESTERN VISAYAS),"FRESH FRUIT, GUAVA, BAYABAS, 1 KG",2018,January,85.13
330,..REGION VI (WESTERN VISAYAS),"FRESH FRUIT, MANGO, CEBU, RIPE, MEDIUM, 1 KG",2018,January,164.28
332,..REGION VI (WESTERN VISAYAS),"FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",2018,January,190.71
334,..REGION VI (WESTERN VISAYAS),"FRESH FRUIT, MANGO, NATIVE, RIPE, MEDIUM, 1 KG",2018,January,84.36
338,..REGION VI (WESTERN VISAYAS),"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",2018,January,36.41
343,..REGION VI (WESTERN VISAYAS),"FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",2018,January,53.67
344,..REGION VI (WESTERN VISAYAS),"FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",2018,January,46.33
345,..REGION VI (WESTERN VISAYAS),"FRESH FRUIT, GRAPES, 1 KG",2018,January,299.03
346,..REGION VI (WESTERN VISAYAS),"FRESH FRUIT, GRAPES, SEEDLESS, 1 KG",2018,January,286.93
349,..REGION VI (WESTERN VISAYAS),"FRESH FRUIT, JACKFRUIT, LANGKA, 1 KG",2018,January,38.69
352,..REGION VI (WESTERN VISAYAS),"FRESH FRUIT, POMELO, MEDIUM, 1 KG",2018,January,100.22
356,..REGION VI (WESTERN VISAYAS),"CALAMANSI, LOOSE, 1 KG",2018,January,55.64
359,..REGION VI (WESTERN VISAYAS),"FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",2018,January,34.32
360,..REGION VII (CENTRAL VISAYAS),"FRESH FRUIT, AVOCADO, 1 KG",2018,January,51.42
362,..REGION VII (CENTRAL VISAYAS),"FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",2018,January,46.11
363,..REGION VII (CENTRAL VISAYAS),"FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",2018,January,34.19
364,..REGION VII (CENTRAL VISAYAS),"FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",2018,January,30.44
367,..REGION VII (CENTRAL VISAYAS),"FRESH FRUIT, MANGO, INDIAN, MEDIUM, 1 KG",2018,January,107.83
368,..REGION VII (CENTRAL VISAYAS),"FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",2018,January,147.23
374,..REGION VII (CENTRAL VISAYAS),"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",2018,January,37.39
380,..REGION VII (CENTRAL VISAYAS),"FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",2018,January,50.06
384,..REGION VII (CENTRAL VISAYAS),"FRESH FRUIT, GUYABANO, 1 KG",2018,January,71.73
392,..REGION VII (CENTRAL VISAYAS),"CALAMANSI, LOOSE, 1 KG",2018,January,56.27
395,..REGION VII (CENTRAL VISAYAS),"FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",2018,January,49.63
396,..REGION VIII (EASTERN VISAYAS),"FRESH FRUIT, AVOCADO, 1 KG",2018,January,63.75
398,..REGION VIII (EASTERN VISAYAS),"FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",2018,January,48.34
399,..REGION VIII (EASTERN VISAYAS),"FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",2018,January,26.54
404,..REGION VIII (EASTERN VISAYAS),"FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",2018,January,130.87
408,..REGION VIII (EASTERN VISAYAS),"FRESH FRUIT, MANGO, RIPE, MEDIUM, 1 KG",2018,January,140.51
410,..REGION VIII (EASTERN VISAYAS),"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",2018,January,34.67
415,..REGION VIII (EASTERN VISAYAS),"FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",2018,January,55.97
416,..REGION VIII (EASTERN VISAYAS),"FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",2018,January,54.61
421,..REGION VIII (EASTERN VISAYAS),"FRESH FRUIT, JACKFRUIT, LANGKA, 1 KG",2018,January,111.25
427,..REGION VIII (EASTERN VISAYAS),"FRESH FRUIT, MANDARIN, DALANGHITA, MEDIUM, 1 KG",2018,January,41.12
428,..REGION VIII (EASTERN VISAYAS),"CALAMANSI, LOOSE, 1 KG",2018,January,56.11
431,..REGION VIII (EASTERN VISAYAS),"FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",2018,January,62.64
432,..REGION IX (ZAMBOANGA PENINSULA),"FRESH FRUIT, AVOCADO, 1 KG",2018,January,73.63
434,..REGION IX (ZAMBOANGA PENINSULA),"FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",2018,January,39.26
435,..REGION IX (ZAMBOANGA PENINSULA),"FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",2018,January,22.31
440,..REGION IX (ZAMBOANGA PENINSULA),"FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",2018,January,123.81
441,..REGION IX (ZAMBOANGA PENINSULA),"FRESH FRUIT, MANGO, NATIVE, MEDIUM, 1 KG",2018,January,27.32
444,..REGION IX (ZAMBOANGA PENINSULA),"FRESH FRUIT, MANGO, RIPE, MEDIUM, 1 KG",2018,January,146.01
446,..REGION IX (ZAMBOANGA PENINSULA),"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",2018,January,25.08
451,..REGION IX (ZAMBOANGA PENINSULA),"FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",2018,January,37.34
452,..REGION IX (ZAMBOANGA PENINSULA),"FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",2018,January,41.67
460,..REGION IX (ZAMBOANGA PENINSULA),"FRESH FRUIT, POMELO, MEDIUM, 1 KG",2018,January,41.35
464,..REGION IX (ZAMBOANGA PENINSULA),"CALAMANSI, LOOSE, 1 KG",2018,January,37.05
467,..REGION IX (ZAMBOANGA PENINSULA),"FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",2018,January,24.02
468,..REGION X (NORTHERN MINDANAO),"FRESH FRUIT, AVOCADO, 1 KG",2018,January,43.0
470,..REGION X (NORTHERN MINDANAO),"FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",2018,January,32.84
471,..REGION X (NORTHERN MINDANAO),"FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",2018,January,25.64
472,..REGION X (NORTHERN MINDANAO),"FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",2018,January,21.45
474,..REGION X (NORTHERN MINDANAO),"FRESH FRUIT, MANGO, CEBU, RIPE, MEDIUM, 1 KG",2018,January,95.66
476,..REGION X (NORTHERN MINDANAO),"FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",2018,January,106.66
480,..REGION X (NORTHERN MINDANAO),"FRESH FRUIT, MANGO, RIPE, MEDIUM, 1 KG",2018,January,111.1
482,..REGION X (NORTHERN MINDANAO),"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",2018,January,28.2
484,..REGION X (NORTHERN MINDANAO),"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",2018,January,21.38
487,..REGION X (NORTHERN MINDANAO),"FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",2018,January,34.86
488,..REGION X (NORTHERN MINDANAO),"FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",2018,January,30.37
500,..REGION X (NORTHERN MINDANAO),"CALAMANSI, LOOSE, 1 KG",2018,January,38.54
501,..REGION X (NORTHERN MINDANAO),"FRESH FRUIT, APPLE, RED DELICIOUS, MEDIUM, 1 KG",2018,January,20.88
